,x,y,sdi_cat,Country Code,pred,ineff,year
0,1.3862943611198906,-5.068043026483382,low,SOM,-5.061552490240974,0.006468971160395743,2000
1,2.3978952727983707,-4.957222724050655,low,ETH,-4.446498125495499,0.5098961945880848,2000
2,2.4849066497880004,-5.129551074621529,low,LBR,-4.3935952245277115,0.7351043955862149,2000
3,2.5649493574615367,-4.996296902236699,low,RWA,-4.344929276839726,0.650466310625738,2000
4,2.6390573296152584,-5.072028718347566,low,MOZ,-4.299871649780602,0.7709882048161478,2000
5,2.70805020110221,-5.184009156062845,low,BFA,-4.257924004737337,0.924540285428039,2000
6,2.833213344056216,-5.0411131172743575,low,MWI,-4.181824856286096,0.858304560850389,2000
7,2.9444389791664403,-5.05404986099456,low,BDI,-4.114199712088442,0.9379027901086924,2000
8,3.091042453358316,-5.422728463551069,low,NER,-4.025064859571065,1.394964455561977,2000
9,3.1354942159291497,-4.663079387916116,low,MDG,-3.9980382067919167,0.6636955050080987,2000
10,3.1780538303479458,-4.897748124107019,low,UGA,-3.9721619795256804,0.9246955036957882,2000
11,3.2188758248682006,-4.8039999625438154,low,TGO,-3.947342224654502,0.8544222539773856,2000
12,3.258096538021482,-5.194266870217848,low,CAF,-3.9234960484206503,1.2675829207400229,2000
13,3.332204510175204,-4.558954567829109,low,ERI,-3.8784384349989547,0.6776507900155024,2000
14,3.4657359027997265,-4.948107415151148,low,BEN,-3.797251412383112,1.149264836868668,2000
